rowid	repo	accession	total citations	date made public	article reference	PubMed ID	Data Collection Article DOI	in ISI Web of Science? (Y/N)	How many merged citation records?	WoS Cited by how many?	COMMENTS	Dropbox filenames (for multiple files or multiple citations)	Google Scholar Search Term	Search results	Imported to Mendeley?														
453	GEOROC	7517	4	XU GUANGPING, FREY F. A., CLAGUE D. A., WEIS D., BEESON M. H.	GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000830) [2005] 	EAST MOLOKAI AND OTHER KEA-TREND VOLCANOES: MAGMATIC PROCESSES AND SOURCES AS THEY MIGRATE AWAY FROM THE HAWAIIAN HOT SPOT	XU GUANGPING, FREY F. A., CLAGUE D. A., WEIS D., BEESON M. H.. EAST MOLOKAI AND OTHER KEA-TREND VOLCANOES: MAGMATIC PROCESSES AND SOURCES AS THEY MIGRATE AWAY FROM THE HAWAIIAN HOT SPOT. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000830) [2005] 	10.1029/2004GC000830	y	3	4			GEOROC7517 OR "GEOROC 7517"	0														
454	GEOROC	8504	1	HOLM P. M., WILSON J. R., CHRISTENSEN B. P., HANSEN L., HANSEN S. L., HEIN K. M., MORTENSEN A. K., PEDERSEN R., PLESNER S., RUNGE M. K.	J. PETROL. 47 [2005] 145-189 	SAMPLING THE CAPE VERDE MANTLE PLUME: EVOLUTION OF MELT COMPOSITIONS ON SANTO ANTAO, CAPE VERDE ISLANDS	HOLM P. M., WILSON J. R., CHRISTENSEN B. P., HANSEN L., HANSEN S. L., HEIN K. M., MORTENSEN A. K., PEDERSEN R., PLESNER S., RUNGE M. K.. SAMPLING THE CAPE VERDE MANTLE PLUME: EVOLUTION OF MELT COMPOSITIONS ON SANTO ANTAO, CAPE VERDE ISLANDS. J. PETROL. 47 [2005] 145-189 	10.1093/petrology/egi071	y	1	1			GEOROC8504 OR "GEOROC 8504"	1 (review article)	n													
455	GEOROC	7521	11	ICHIYAMA Y., ISHIWATARI A.	CONTRIB. MINERAL. PETROL. 149 [2005] 373-387 	HFSE-RICH PICRITIC ROCKS FROM THE MINO ACCRETIONARY COMPLEX, SOUTHWESTERN JAPAN	ICHIYAMA Y., ISHIWATARI A.. HFSE-RICH PICRITIC ROCKS FROM THE MINO ACCRETIONARY COMPLEX, SOUTHWESTERN JAPAN. CONTRIB. MINERAL. PETROL. 149 [2005] 373-387 	10.1007/s00410-005-0659-6	y	1	11			GEOROC7521 OR "GEOROC 7521"	0														
456	GEOROC	8900	4	CORRIVEAU L., BONNET A.-L.	CAN. J. EARTH SCI. 42 [2005] 1749-1782 	PINWARIAN (1.50 GA) VOLCANISM AND HYDROTHERMAL ACTIVITY AT THE EASTERN MARGIN OF THE WAKEHAM GROUP, GRENVILLE PROVINCE, QUEBEC	CORRIVEAU L., BONNET A.-L.. PINWARIAN (1.50 GA) VOLCANISM AND HYDROTHERMAL ACTIVITY AT THE EASTERN MARGIN OF THE WAKEHAM GROUP, GRENVILLE PROVINCE, QUEBEC. CAN. J. EARTH SCI. 42 [2005] 1749-1782 	10.1139/e05-086	y	1	4			GEOROC8900 OR "GEOROC 8900"	0														
457	GEOROC	8521	153	POLAT A., KUSKY T. M., LI JIANGHAI, FRYER B. J., KERRICH R., PATRICK K.	BULL. GEOL. SOC. AM. 117 [2005] 1387-1399 	GEOCHEMISTRY OF NEOARCHEAN (CA. 2.55-2.50 GA) VOLCANIC AND OPHIOLITIC ROCKS IN THE WUTAISHAN GREENSTONE BELT, CENTRAL OROGENIC BELT, NORTH CHINA CRATON: IMPLICATIONS FPR GEODYNAMIC SETTING AND CONTINENTAL GROWTH	POLAT A., KUSKY T. M., LI JIANGHAI, FRYER B. J., KERRICH R., PATRICK K.. GEOCHEMISTRY OF NEOARCHEAN (CA. 2.55-2.50 GA) VOLCANIC AND OPHIOLITIC ROCKS IN THE WUTAISHAN GREENSTONE BELT, CENTRAL OROGENIC BELT, NORTH CHINA CRATON: IMPLICATIONS FPR GEODYNAMIC SETTING AND CONTINENTAL GROWTH. BULL. GEOL. SOC. AM. 117 [2005] 1387-1399 		y	1	153			GEOROC8521 OR "GEOROC 8521"	0														
458	GEOROC	9027	39	 HOLTZ F., SATO H., LEWIS J., BEHRENS H., NAKADA S.	J. PETROL. 46 [2005] 319-337 	EXPERIMENTAL PETROLOGY OF THE 1991-1995 UNZEN DACITE, JAPAN. PART I: PHASE RELATIONS, PHASE COMPOSITION AND PRE-ERUPTIVE CONDITIONS	 HOLTZ F., SATO H., LEWIS J., BEHRENS H., NAKADA S.. EXPERIMENTAL PETROLOGY OF THE 1991-1995 UNZEN DACITE, JAPAN. PART I: PHASE RELATIONS, PHASE COMPOSITION AND PRE-ERUPTIVE CONDITIONS. J. PETROL. 46 [2005] 319-337 	10.1093/petrology/egh077	y	2	39			GEOROC9027 OR "GEOROC 9027"	0														
459	GEOROC	8497	20	 WITTER J. B., KRESS V. C., NEWHALL C. G.	J. PETROL. 46 [2005] 2337-2366 	VOLCAN POPOCATEPETL, MEXICO. PETROLOGY, MAGMA MIXING, AND IMMEDIATE SOURCES OF VOLATILES FOR THE 1994- PRESENT ERUPTION	 WITTER J. B., KRESS V. C., NEWHALL C. G.. VOLCAN POPOCATEPETL, MEXICO. PETROLOGY, MAGMA MIXING, AND IMMEDIATE SOURCES OF VOLATILES FOR THE 1994- PRESENT ERUPTION. J. PETROL. 46 [2005] 2337-2366 	10.1093/petrology/egi058	y	1	20			GEOROC8497 OR "GEOROC 8497"	0														
460	GEOROC	11985	76	ZHANG HONG-FU	EARTH PLANET. SCI. LETT. 237 [2005] 768-780 	TRANSFORMATION OF LITHOSPHERIC MANTLE THROUGH PERIDOTITE-MELT REACTION: A CASE OF SINO-KOREAN CRATON	ZHANG HONG-FU. TRANSFORMATION OF LITHOSPHERIC MANTLE THROUGH PERIDOTITE-MELT REACTION: A CASE OF SINO-KOREAN CRATON. EARTH PLANET. SCI. LETT. 237 [2005] 768-780 	10.1016/j.epsl.2005.06.041	y	1	76			GEOROC11985 OR "GEOROC 11985"	0														
461	GEOROC	8651	1	 LUKACS R., HARANGI S., NFTALOS T., MASON P. R. D.	CHEM. GEOL. 223 [2005] 46-67 	SILICATE MELT INCLUSIONS IN THE PHENOCRYSTS OF THE SZOMOLYA IGNIMBRITE, BÃœKKALJA VOLCANIC FIELD (NORTHERN HUNGARY): IMPLICATIONS FOR MAGMA CHAMBER PROCESSES	 LUKACS R., HARANGI S., NFTALOS T., MASON P. R. D.. SILICATE MELT INCLUSIONS IN THE PHENOCRYSTS OF THE SZOMOLYA IGNIMBRITE, BÃœKKALJA VOLCANIC FIELD (NORTHERN HUNGARY): IMPLICATIONS FOR MAGMA CHAMBER PROCESSES. CHEM. GEOL. 223 [2005] 46-67 	10.1016/j.chemgeo.2005.03.013	y	1	1			GEOROC8651 OR "GEOROC 8651"	0														
462	GEOROC	12041	5	 YAN JUN, CHEN JIANGFENG, XIE ZHI, GAO TIANSHAN, FOLAND K. A., ZHANG XIDAO, LIU MINGWEI	ACTA PETROL. SINICA (YANSHI-XUEBAO) 21 [2005] 99-112 	STUDIES ON PETROLOGY AND GEOCHEMISTRY OF THE LATER CRETACEOUS BASALTS AND MANTLE-DERIVED XENOLITHS FROM EASTERN SHANDONG	 YAN JUN, CHEN JIANGFENG, XIE ZHI, GAO TIANSHAN, FOLAND K. A., ZHANG XIDAO, LIU MINGWEI. STUDIES ON PETROLOGY AND GEOCHEMISTRY OF THE LATER CRETACEOUS BASALTS AND MANTLE-DERIVED XENOLITHS FROM EASTERN SHANDONG. ACTA PETROL. SINICA (YANSHI-XUEBAO) 21 [2005] 99-112 		y	1	5			GEOROC12041 OR "GEOROC 12041"	0														
463	GEOROC	8879	3	STONE W. E., DELOULE E., BERESFORD S. W., FLORENTINI M.	CAN. MINERAL. 43 [2005] 1745-1758 	ANOMALOUSLY HIGH DELTA-D VALUES IN AN ARCHEAN FERROPICRITIC MELT: IMPLICATIONS FOR MAGMA DEGASSING	STONE W. E., DELOULE E., BERESFORD S. W., FLORENTINI M.. ANOMALOUSLY HIGH DELTA-D VALUES IN AN ARCHEAN FERROPICRITIC MELT: IMPLICATIONS FOR MAGMA DEGASSING. CAN. MINERAL. 43 [2005] 1745-1758 	10.2113/gscanmin.43.5.1745	y	1	3			GEOROC8879 OR "GEOROC 8879"	0														
464	GEOROC	7862	27	BINDEMAN I. N., EILER J. M., YOGODZINSKI G. M., TATSUMI Y., STERN C. R., GROVE T. L., PORTNYAGIN M. V., HOERNLE K. A., DANYUSHEVSKY L. V.	EARTH PLANET. SCI. LETT. 235 [2005] 480-496 	OXYGEN ISOTOPE EVIDENCE FOR SLAB MELTING IN MODERN AND ANCIENT SUBDUCTION ZONES	BINDEMAN I. N., EILER J. M., YOGODZINSKI G. M., TATSUMI Y., STERN C. R., GROVE T. L., PORTNYAGIN M. V., HOERNLE K. A., DANYUSHEVSKY L. V.. OXYGEN ISOTOPE EVIDENCE FOR SLAB MELTING IN MODERN AND ANCIENT SUBDUCTION ZONES. EARTH PLANET. SCI. LETT. 235 [2005] 480-496 	10.1016/j.epsl.2005.04.014	y	1	27			GEOROC7862 OR "GEOROC 7862"	0														
465	GEOROC	7252	27	 SAMSONOV A. V., BOGINA M. M., BIBIKOVA E. V., PETROVA A. YU., SHCHIPANSKY A. A.	LITHOS 79 [2005] 83-106 	THE RELATIONSHIP BETWEEN ADAKITIC, CALC-ALKLAINE VOLCANIC ROCKS AND TTR^S: IMPLICATIONS FOR THE TECTONIC SETTING OF THE KARELIAN GREENSTONE BELTS, BALTIC SHIELD	 SAMSONOV A. V., BOGINA M. M., BIBIKOVA E. V., PETROVA A. YU., SHCHIPANSKY A. A.. THE RELATIONSHIP BETWEEN ADAKITIC, CALC-ALKLAINE VOLCANIC ROCKS AND TTR^S: IMPLICATIONS FOR THE TECTONIC SETTING OF THE KARELIAN GREENSTONE BELTS, BALTIC SHIELD. LITHOS 79 [2005] 83-106 	10.1016/j.lithos.2004.04.051	y	1	27			GEOROC7252 OR "GEOROC 7252"	0														
466	GEOROC	10892	37	 WOLFENDEN E., EBINGER C. J., YIRGU G., RENNE P. R., KELLEY S. P.	BULL. GEOL. SOC. AM. 117 [2005] 846-864 	EVOLUTION OF A VOLCANIC RIFTED MARGIN: SOUTHERN RED SEA, ETHIOPIA	 WOLFENDEN E., EBINGER C. J., YIRGU G., RENNE P. R., KELLEY S. P.. EVOLUTION OF A VOLCANIC RIFTED MARGIN: SOUTHERN RED SEA, ETHIOPIA. BULL. GEOL. SOC. AM. 117 [2005] 846-864 	10.1130/B25516.1	y	1	37			GEOROC10892 OR "GEOROC 10892"	0														
467	GEOROC	14234	18	 GIBSON S. A., THOMPSON R. N., DAY J. A., HUMPHRIS S. E., DICKIN A. P.	EARTH PLANET. SCI. LETT. 237 [2005] 744-767 	MELT-GENERATION PROCESSES ASSOCIATED WITH THE TRISTAN MANTLE PLUME: CONSTRAINTS ON THE ORIGIN OF EM-1	 GIBSON S. A., THOMPSON R. N., DAY J. A., HUMPHRIS S. E., DICKIN A. P.. MELT-GENERATION PROCESSES ASSOCIATED WITH THE TRISTAN MANTLE PLUME: CONSTRAINTS ON THE ORIGIN OF EM-1. EARTH PLANET. SCI. LETT. 237 [2005] 744-767 	10.1016/j.epsl.2005.06.015	y	1	18			GEOROC14234 OR "GEOROC 14234"	0														
468	GEOROC	11637	6	SIFETA K., ROSER B. P., KIMURA J.-I.	J. AFR. EARTH SCI. 41 [2005] 212-234 	GEOCHEMISTRY, PROVENANCE, AND TECTONIC SETTING OF NEOPROTEROZOIC METAVOLCANIC AND METASEDIMENTARY UNITS, WERRI AREA, NORTHERN ETHIOPIA	SIFETA K., ROSER B. P., KIMURA J.-I.. GEOCHEMISTRY, PROVENANCE, AND TECTONIC SETTING OF NEOPROTEROZOIC METAVOLCANIC AND METASEDIMENTARY UNITS, WERRI AREA, NORTHERN ETHIOPIA. J. AFR. EARTH SCI. 41 [2005] 212-234 	10.1016/j.jafrearsci.2005.04.004	y	1	6			GEOROC11637 OR "GEOROC 11637"	0														
469	GEOROC	8518	1	 BIDYANANDA M., MITRA S.	MINERAL. PETROL. 84 [2005] 169-187 	CHROMITITES OF KOMATIITIC AFFINITY FROM THE ARCHAEAN NUGGIHALLI GREENSTONE BELT IN SOUTH INDIA	 BIDYANANDA M., MITRA S.. CHROMITITES OF KOMATIITIC AFFINITY FROM THE ARCHAEAN NUGGIHALLI GREENSTONE BELT IN SOUTH INDIA. MINERAL. PETROL. 84 [2005] 169-187 	10.1007/s00710-005-0079-3	y	1	1			GEOROC8518 OR "GEOROC 8518"	0														
470	GEOROC	8513	32	 EILER J. M., CARR M. J., REAGAN M. K., STOLPER E. M.	GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000804) [2005] 	OXYGEN ISOTOPE CONSTRAINTS ON THE SOURCES OF CENTRAL AMERICAN ARC LAVAS	 EILER J. M., CARR M. J., REAGAN M. K., STOLPER E. M.. OXYGEN ISOTOPE CONSTRAINTS ON THE SOURCES OF CENTRAL AMERICAN ARC LAVAS. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000804) [2005] 	10.1029/2004GC000804	y	6	32			GEOROC8513 OR "GEOROC 8513"	0														
471	GEOROC	8186	13	 ARCE J. L., CERVANTES K. E., MACIAS J. L., MORA J. C.	J. VOLCANOL. GEOTHERM. RES. 147 [2005] 125-143 	THE 12.1 KA MIDDLE TOLUCA PUMICE: A DACITIC PLINIAN-SUBPLINIAN ERUPTION OF NEVADO DE TOLUCA IN CENTRAL MEXICO	 ARCE J. L., CERVANTES K. E., MACIAS J. L., MORA J. C.. THE 12.1 KA MIDDLE TOLUCA PUMICE: A DACITIC PLINIAN-SUBPLINIAN ERUPTION OF NEVADO DE TOLUCA IN CENTRAL MEXICO. J. VOLCANOL. GEOTHERM. RES. 147 [2005] 125-143 	10.1016/j.jvolgeores.2005.03.010	y	1	13			GEOROC8186 OR "GEOROC 8186"	0														
472	GEOROC	11231	18	 BOROUGHS S., WOLFF J. A., BONNICHSEN B., GODCHAUX M. M., LARSON P. B.	GEOLOGY 33 [2005] 821-824 	LARGE-VOLUME, LOW-D18O RHYOLITES OF THE CENTRAL SNAKE RIVER PLAIN, IDAHO, USA	 BOROUGHS S., WOLFF J. A., BONNICHSEN B., GODCHAUX M. M., LARSON P. B.. LARGE-VOLUME, LOW-D18O RHYOLITES OF THE CENTRAL SNAKE RIVER PLAIN, IDAHO, USA. GEOLOGY 33 [2005] 821-824 	10.1130/G21723.1	y	1	18			GEOROC11231 OR "GEOROC 11231"	0														
473	GEOROC	11404		MARTYNOV YU. A., DRIL S. I., CHASHCHIN A. A., RYBIN A. V., MARTYNOV A. YU.	GEOCHEM. INT. 43 [2005] 328-342 	GEOCHEMISTRY OF BASALTS FROM KUNASHIR AND ITURUP ISLANDS: A ROLE FOR NONSUBDUCTION FACTORS IN THE GENESIS OF THE KURIL ISLAND ARC MAGMAS	MARTYNOV YU. A., DRIL S. I., CHASHCHIN A. A., RYBIN A. V., MARTYNOV A. YU.. GEOCHEMISTRY OF BASALTS FROM KUNASHIR AND ITURUP ISLANDS: A ROLE FOR NONSUBDUCTION FACTORS IN THE GENESIS OF THE KURIL ISLAND ARC MAGMAS. GEOCHEM. INT. 43 [2005] 328-342 		N					GEOROC11404 OR "GEOROC 11404"	0														
474	GEOROC	7177	11	 SMITH D. R., LEEMAN W. P.	J. VOLCANOL. GEOTHERM. RES. 140 [2005] 49-66 	CHROMIAN SPINEL-OLIVINE PHASE CHEMISTRY AND THE ORIGIN OF PRIMITIVE BASALTS OF THE SOUTHERN WASHINGTON CASCADES	 SMITH D. R., LEEMAN W. P.. CHROMIAN SPINEL-OLIVINE PHASE CHEMISTRY AND THE ORIGIN OF PRIMITIVE BASALTS OF THE SOUTHERN WASHINGTON CASCADES. J. VOLCANOL. GEOTHERM. RES. 140 [2005] 49-66 	10.1016/j.jvolgeores.2004.07.015	Y	1	11			GEOROC7177 OR "GEOROC 7177"	0														
475	GEOROC	8529	19	 ROHRBACH A., SCHUTH S., BALLHAUS C., MÃœNKER C., MATVEEV S. V., QOPOTO C.	CONTRIB. MINERAL. PETROL. 149 [2005] 685-698 	PETROLOGICAL CONSTRAINTS ON THE ORIGIN OF ARC PICRITES, NEW GEORGIA GROUP, SOLOMON ISLANDS	 ROHRBACH A., SCHUTH S., BALLHAUS C., MÃœNKER C., MATVEEV S. V., QOPOTO C.. PETROLOGICAL CONSTRAINTS ON THE ORIGIN OF ARC PICRITES, NEW GEORGIA GROUP, SOLOMON ISLANDS. CONTRIB. MINERAL. PETROL. 149 [2005] 685-698 	10.1007/s00410-005-0675-6	Y	1	19			GEOROC8529 OR "GEOROC 8529"	0														
476	GEOROC	10915	4	 WOLFF J. A., ROWE M. C., TEASDALE R., GARDNER J. N., RAMOS F. C., HEIKOOP C. E.	J. PETROL. 46 [2005] 407-439 	PETROGENESIS OF PRE-CALDERA MAFIC LAVAS, JEMEZ MOUNTAINS VOLCANIC FIELD (NEW MEXICO, USA)	 WOLFF J. A., ROWE M. C., TEASDALE R., GARDNER J. N., RAMOS F. C., HEIKOOP C. E.. PETROGENESIS OF PRE-CALDERA MAFIC LAVAS, JEMEZ MOUNTAINS VOLCANIC FIELD (NEW MEXICO, USA). J. PETROL. 46 [2005] 407-439 	10.1093/petrology/egh082	Y	1	4			GEOROC10915 OR "GEOROC 10915"	0														
477	GEOROC	8035	7	 PALLISTER J. S., TRUSDELL F. A., BROWNFIELD I. K., SIEMS D. F., BUDAHN J. R., SUTLEY S. F.	J. VOLCANOL. GEOTHERM. RES. 146 [2005] 208-225 	THE 2003 PHREATOMAGMATIC ERUPTIONS OF ANATAHAN VOLCANO-TEXTURAL AND PETROLOGIC FEATURES OF DEPOSITS AT AN EMERGENT ISLAND VOLCANO	 PALLISTER J. S., TRUSDELL F. A., BROWNFIELD I. K., SIEMS D. F., BUDAHN J. R., SUTLEY S. F.. THE 2003 PHREATOMAGMATIC ERUPTIONS OF ANATAHAN VOLCANO-TEXTURAL AND PETROLOGIC FEATURES OF DEPOSITS AT AN EMERGENT ISLAND VOLCANO. J. VOLCANOL. GEOTHERM. RES. 146 [2005] 208-225 	10.1016/j.jvolgeores.2004.11.036	Y	1	7			GEOROC8035 OR "GEOROC 8035"	0														
478	GEOROC	8515	29	 BRYCE J. G., DEPAOLO D. J., LASSITER J. C.	GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000809) [2005] 	GEOCHEMICAL STRUCTURE OF THE HAWAIIAN PLUME: SR, ND, AND OS ISOTOPES IN THE 2.8 KM HSDP-2 SECTION OF MAUNA KEA VOLCANO	 BRYCE J. G., DEPAOLO D. J., LASSITER J. C.. GEOCHEMICAL STRUCTURE OF THE HAWAIIAN PLUME: SR, ND, AND OS ISOTOPES IN THE 2.8 KM HSDP-2 SECTION OF MAUNA KEA VOLCANO. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000809) [2005] 	10.1029/2004GC000809	Y	6	29			GEOROC8515 OR "GEOROC 8515"	0														
479	GEOROC	8531		 NEUMANN E.R., VANNUCCI R., TIEPOLO M.	CONTRIB. MINERAL. PETROL. 150 [2005] 156-173 	N-MORB CRUST BENEATH FUERTEVENTURA IN THE EASTERNMOST PART OF THE CANARY ISLANDS: EVIDENCE FROM GABBROIC XENOLITHS	 NEUMANN E.R., VANNUCCI R., TIEPOLO M.. N-MORB CRUST BENEATH FUERTEVENTURA IN THE EASTERNMOST PART OF THE CANARY ISLANDS: EVIDENCE FROM GABBROIC XENOLITHS. CONTRIB. MINERAL. PETROL. 150 [2005] 156-173 	10.1007/s00410-005-0009-8	N					GEOROC8531 OR "GEOROC 8531"	0														
480	GEOROC	7505	4	 MACHADO A., CHEMALE F. JR., CONCEICAO R. V., KAWASHITA K., MORATA D., OTEIZA O., VAN SCHMUS W. R.	LITHOS 82 [2005] 435-453 	MODELING OF SUBDUCTION COMPONENTS IN THE GENESIS OF THE MESO-CENOZOIC IGNEOUS ROCKS FROM THE SOUTH SHETLAND ARC, ANTARCTICA	 MACHADO A., CHEMALE F. JR., CONCEICAO R. V., KAWASHITA K., MORATA D., OTEIZA O., VAN SCHMUS W. R.. MODELING OF SUBDUCTION COMPONENTS IN THE GENESIS OF THE MESO-CENOZOIC IGNEOUS ROCKS FROM THE SOUTH SHETLAND ARC, ANTARCTICA. LITHOS 82 [2005] 435-453 	10.1016/j.lithos.2004.09.026	Y	1	4			GEOROC7505 OR "GEOROC 7505"	0														
481	GEOROC	7792	80	 CHARLIER BRUCE L. A., WILSON C. J. N., LOWENSTERN J. B., BLAKE S., VAN CALSTEREN P. W., DAVIDSON J. P.	J. PETROL. 46 [2005] 3-32 	MAGMA GENERATION AT A LARGE, HYPERACTIVE SILICIC VOLCANO (TAUPO, NEW ZEALAND) REVEALED BY U-TH AND U-PB SYSTEMATICS IN ZIRCONS	 CHARLIER BRUCE L. A., WILSON C. J. N., LOWENSTERN J. B., BLAKE S., VAN CALSTEREN P. W., DAVIDSON J. P.. MAGMA GENERATION AT A LARGE, HYPERACTIVE SILICIC VOLCANO (TAUPO, NEW ZEALAND) REVEALED BY U-TH AND U-PB SYSTEMATICS IN ZIRCONS. J. PETROL. 46 [2005] 3-32 	10.1093/petrology/egh060	Y	1	80			GEOROC7792 OR "GEOROC 7792"	0														
482	GEOROC	8036	5	 NAKADA S., MATSUSHIMA TAKESHI, YOSHIMOTO M., SUGIMOTO TAKESHI, KATO TERUYUKI, WATANABE TSUYOSHI, CHONG R., CAMACHO J. T.	J. VOLCANOL. GEOTHERM. RES. 146 [2005] 226-240 	GEOLOGICAL ASPECTS OF THE 2003-2004 ERUPTION OF ANATAHAN VOLCANO, NORTHERN MARIANA ISLANDS	 NAKADA S., MATSUSHIMA TAKESHI, YOSHIMOTO M., SUGIMOTO TAKESHI, KATO TERUYUKI, WATANABE TSUYOSHI, CHONG R., CAMACHO J. T.. GEOLOGICAL ASPECTS OF THE 2003-2004 ERUPTION OF ANATAHAN VOLCANO, NORTHERN MARIANA ISLANDS. J. VOLCANOL. GEOTHERM. RES. 146 [2005] 226-240 	10.1016/j.jvolgeores.2004.10.023	Y	1	5			GEOROC8036 OR "GEOROC 8036"	0														
483	GEOROC	7878	12	 PAUL DEBAJYOTI, WHITE W. M., BLICHERT-TOFT J.	GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000883) [2005] 	GEOCHEMISTRY OF MAURITIUS AND THE ORIGIN OF REJUVENESCENT VOLCANISM ON OCEANIC ISLAND VOLCANOES	 PAUL DEBAJYOTI, WHITE W. M., BLICHERT-TOFT J.. GEOCHEMISTRY OF MAURITIUS AND THE ORIGIN OF REJUVENESCENT VOLCANISM ON OCEANIC ISLAND VOLCANOES. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 6 (2004GC000883) [2005] 	10.1029/2004GC000883	Y	4	12			GEOROC7878 OR "GEOROC 7878"	0														
484	GEOROC	8880	2	 CROCKET J. H., LENG D. M., GOOD D. J., STONE W. E., STONE M. S.	CAN. MINERAL. 43 [2005] 1759-1780 	THE SPINIFEX LAYER OF THE BOSTON CREEK FERROPICRITE, ABITIBI BELT, ONTARIO: MINERALOGICAL AND GEOCHEMICAL EVIDENCE FOR AN UNUSUAL HISTORY OF CLINOPYROXENE GROWTH AND MAGMA RECHARGE	 CROCKET J. H., LENG D. M., GOOD D. J., STONE W. E., STONE M. S.. THE SPINIFEX LAYER OF THE BOSTON CREEK FERROPICRITE, ABITIBI BELT, ONTARIO: MINERALOGICAL AND GEOCHEMICAL EVIDENCE FOR AN UNUSUAL HISTORY OF CLINOPYROXENE GROWTH AND MAGMA RECHARGE. CAN. MINERAL. 43 [2005] 1759-1780 	10.2113/gscanmin.43.5.1759	Y	1	2			GEOROC8880 OR "GEOROC 8880"	0														
485	GEOROC	7180	6	 CORSARO R. A., MIRAGLIA L., ZANON V.	J. VOLCANOL. GEOTHERM. RES. 139 [2005] 339-343 	PETROLOGIC MONITORING OF GLASSES IN THE PYROCLASTITES ERUPTED IN FEBRUARY 2004 BY THE STROMBOLI VOLCANO, AEOLIAN ISLANDS, SOUTHERN ITALY	 CORSARO R. A., MIRAGLIA L., ZANON V.. PETROLOGIC MONITORING OF GLASSES IN THE PYROCLASTITES ERUPTED IN FEBRUARY 2004 BY THE STROMBOLI VOLCANO, AEOLIAN ISLANDS, SOUTHERN ITALY. J. VOLCANOL. GEOTHERM. RES. 139 [2005] 339-343 	10.1016/j.jvolgeores.2004.08.002	Y	1	6			GEOROC7180 OR "GEOROC 7180"	0														
486	GEOROC	7241	22	 TSUCHIYA NOBUTAKA, SUZUKI S., KIMURA J.-I., KAGAMI H.	LITHOS 79 [2005] 179-206 	EVIDENCE FOR SLAB MELT/MANTLE REACTION: PETROGENESIS OF EARLY CRETACEOUS AND EOCENE HIGH-MG ANDESITES FROM THE KITAKAMI MOUNTAINS, JAPAN	 TSUCHIYA NOBUTAKA, SUZUKI S., KIMURA J.-I., KAGAMI H.. EVIDENCE FOR SLAB MELT/MANTLE REACTION: PETROGENESIS OF EARLY CRETACEOUS AND EOCENE HIGH-MG ANDESITES FROM THE KITAKAMI MOUNTAINS, JAPAN. LITHOS 79 [2005] 179-206 	10.1016/j.lithos.2004.04.053	Y	2	22			GEOROC7241 OR "GEOROC 7241"	0														
487	GEOROC	14418	15	 HOLLINGS P., COOKE DAVID, CLARK A. H.	ECON. GEOL. 100 [2005] 887-904 	REGIONAL GEOCHEMISTRY OF TERTIARY IGNEOUS ROCKS IN CENTRAL CHILE: IMPLICATIONS FOR THE GEODYNAMIC ENVIRONMENT OF GIANT PORPHYRY COPPER AND EPITHERMAL GOLD MINERALIZATION	 HOLLINGS P., COOKE DAVID, CLARK A. H.. REGIONAL GEOCHEMISTRY OF TERTIARY IGNEOUS ROCKS IN CENTRAL CHILE: IMPLICATIONS FOR THE GEODYNAMIC ENVIRONMENT OF GIANT PORPHYRY COPPER AND EPITHERMAL GOLD MINERALIZATION. ECON. GEOL. 100 [2005] 887-904 	10.2113/100.5.887	Y	1	15			GEOROC14418 OR "GEOROC 14418"	0														
488	GEOROC	8491	26	 FRANCALANCI L., DAVIES G. R., LUSTENHOUWER W. J., TOMMASINI S., MASON P. R. D., CONTICELLI S.	J. PETROL. 46 [2005] 1997-2021 	INTRA-GRAIN SR ISOTOPE EVIDENCE FOR CRYSTAL RECYCLING AND MULTIPLE MAGMA RESERVOIRS IN THE RECENT ACTIVITY OF STROMBOLI VOLCANO, SOUTHERN ITALY	 FRANCALANCI L., DAVIES G. R., LUSTENHOUWER W. J., TOMMASINI S., MASON P. R. D., CONTICELLI S.. INTRA-GRAIN SR ISOTOPE EVIDENCE FOR CRYSTAL RECYCLING AND MULTIPLE MAGMA RESERVOIRS IN THE RECENT ACTIVITY OF STROMBOLI VOLCANO, SOUTHERN ITALY. J. PETROL. 46 [2005] 1997-2021 	10.1093/petrology/egi045	Y	1	26			GEOROC8491 OR "GEOROC 8491"	0														
